Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1_060471_IW2_20190601T161937_VV_9F21-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190601T161921_20190601T161949_016505_01F10F_9F21/IW2/VV/6.tiff,S1_060471_IW2_20200309T162023_VV_6A5E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200309T162008_20200309T162035_031601_03A443_6A5E/IW2/VV/5.tiff,40,282
S1_060471_IW2_20200309T162023_VV_6A5E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200309T162008_20200309T162035_031601_03A443_6A5E/IW2/VV/5.tiff,S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,101,264
S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,S1_060471_IW2_20210906T161955_VV_02BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210906T161939_20210906T162007_028580_036921_02BC/IW2/VV/6.tiff,133,282
S1_060471_IW2_20210906T161955_VV_02BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210906T161939_20210906T162007_028580_036921_02BC/IW2/VV/6.tiff,S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,88,282
S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,S1_060471_IW2_20230318T162040_VV_31F3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230318T162025_20230318T162052_047701_05BAE7_31F3/IW2/VV/5.tiff,30,276
S1_060471_IW2_20230318T162040_VV_31F3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230318T162025_20230318T162052_047701_05BAE7_31F3/IW2/VV/5.tiff,S1_060471_IW2_20231219T162047_VV_554A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231219T162032_20231219T162059_051726_063F4E_554A/IW2/VV/5.tiff,12,276
S1_060471_IW2_20231219T162047_VV_554A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231219T162032_20231219T162059_051726_063F4E_554A/IW2/VV/5.tiff,S1_060471_IW2_20240908T162044_VV_BA33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240908T162030_20240908T162057_055576_06C88B_BA33/IW2/VV/5.tiff,0,264
S1_060471_IW2_20170605T162007_VV_5A2A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170605T161952_20170605T162019_016901_01C1E5_5A2A/IW2/VV/5.tiff,S1_060471_IW2_20180326T161928_VV_FAC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180326T161911_20180326T161935_010205_0128AD_FAC8/IW2/VV/6.tiff,20,294
S1_060471_IW2_20180326T161928_VV_FAC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180326T161911_20180326T161935_010205_0128AD_FAC8/IW2/VV/6.tiff,S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,38,252
S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,S1_060471_IW2_20190830T162024_VV_8D24-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190830T162010_20190830T162037_028801_034342_8D24/IW2/VV/5.tiff,52,270
S1_060471_IW2_20190830T162024_VV_8D24-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190830T162010_20190830T162037_028801_034342_8D24/IW2/VV/5.tiff,S1_060471_IW2_20200601T162026_VV_1F6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200601T162011_20200601T162038_032826_03CD60_1F6D/IW2/VV/5.tiff,86,276
S1_060471_IW2_20200601T162026_VV_1F6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200601T162011_20200601T162038_032826_03CD60_1F6D/IW2/VV/5.tiff,S1_060471_IW2_20210304T162028_VV_0663-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210304T162013_20210304T162041_036851_045566_0663/IW2/VV/5.tiff,23,276
S1_060471_IW2_20210304T162028_VV_0663-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210304T162013_20210304T162041_036851_045566_0663/IW2/VV/5.tiff,S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,109,288
S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,S1_060471_IW2_20220919T162043_VV_A797-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220919T162028_20220919T162056_045076_0562EC_A797/IW2/VV/5.tiff,80,276
S1_060471_IW2_20220919T162043_VV_A797-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220919T162028_20220919T162056_045076_0562EC_A797/IW2/VV/5.tiff,S1_060471_IW2_20230610T162043_VV_254B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230610T162028_20230610T162056_048926_05E237_254B/IW2/VV/5.tiff,29,264
S1_060471_IW2_20230610T162043_VV_254B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230610T162028_20230610T162056_048926_05E237_254B/IW2/VV/5.tiff,S1_060471_IW2_20240324T162045_VV_214F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240324T162030_20240324T162057_053126_066F7A_214F/IW2/VV/5.tiff,68,288
S1_060471_IW2_20240324T162045_VV_214F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240324T162030_20240324T162057_053126_066F7A_214F/IW2/VV/5.tiff,S1_060471_IW2_20241201T162044_VV_8FEC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241201T162029_20241201T162056_056801_06F91E_8FEC/IW2/VV/5.tiff,0,252
S1_060471_IW2_20170903T161930_VV_6416-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170903T161913_20170903T161941_007230_00CBEA_6416/IW2/VV/6.tiff,S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,7,282
S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,S1_060471_IW2_20190303T162016_VV_326F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190303T162002_20190303T162029_026176_02EC0E_326F/IW2/VV/5.tiff,36,264
S1_060471_IW2_20190303T162016_VV_326F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190303T162002_20190303T162029_026176_02EC0E_326F/IW2/VV/5.tiff,S1_060471_IW2_20191204T162025_VV_0536-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191204T162010_20191204T162037_030201_0373B4_0536/IW2/VV/5.tiff,10,276
S1_060471_IW2_20191204T162025_VV_0536-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191204T162010_20191204T162037_030201_0373B4_0536/IW2/VV/5.tiff,S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,3,276
S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,S1_060471_IW2_20210608T162032_VV_2DD1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210608T162017_20210608T162044_038251_048397_2DD1/IW2/VV/5.tiff,9,276
S1_060471_IW2_20210608T162032_VV_2DD1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210608T162017_20210608T162044_038251_048397_2DD1/IW2/VV/5.tiff,S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,15,264
S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,S1_060471_IW2_20230105T162041_VV_4E8F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230105T162026_20230105T162054_046651_059775_4E8F/IW2/VV/5.tiff,105,312
S1_060471_IW2_20230105T162041_VV_4E8F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230105T162026_20230105T162054_046651_059775_4E8F/IW2/VV/5.tiff,S1_060471_IW2_20230902T162048_VV_C57C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230902T162034_20230902T162101_050151_060939_C57C/IW2/VV/5.tiff,145,240
S1_060471_IW2_20230902T162048_VV_C57C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230902T162034_20230902T162101_050151_060939_C57C/IW2/VV/5.tiff,S1_060471_IW2_20240604T162046_VV_1557-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240604T162031_20240604T162058_054176_0696A9_1557/IW2/VV/5.tiff,74,276
S1_060471_IW2_20170301T162003_VV_E396-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170301T161948_20170301T162015_015501_019761_E396/IW2/VV/5.tiff,S1_060471_IW2_20180326T161928_VV_FAC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180326T161911_20180326T161935_010205_0128AD_FAC8/IW2/VV/6.tiff,49,390
S1_060471_IW2_20180326T161928_VV_FAC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180326T161911_20180326T161935_010205_0128AD_FAC8/IW2/VV/6.tiff,S1_060471_IW2_20190303T162016_VV_326F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190303T162002_20190303T162029_026176_02EC0E_326F/IW2/VV/5.tiff,2,342
S1_060471_IW2_20190303T162016_VV_326F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190303T162002_20190303T162029_026176_02EC0E_326F/IW2/VV/5.tiff,S1_060471_IW2_20200309T162023_VV_6A5E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200309T162008_20200309T162035_031601_03A443_6A5E/IW2/VV/5.tiff,33,372
S1_060471_IW2_20200309T162023_VV_6A5E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200309T162008_20200309T162035_031601_03A443_6A5E/IW2/VV/5.tiff,S1_060471_IW2_20210304T162028_VV_0663-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210304T162013_20210304T162041_036851_045566_0663/IW2/VV/5.tiff,54,360
S1_060471_IW2_20210304T162028_VV_0663-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210304T162013_20210304T162041_036851_045566_0663/IW2/VV/5.tiff,S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,34,360
S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,S1_060471_IW2_20230318T162040_VV_31F3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230318T162025_20230318T162052_047701_05BAE7_31F3/IW2/VV/5.tiff,46,384
S1_060471_IW2_20230318T162040_VV_31F3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230318T162025_20230318T162052_047701_05BAE7_31F3/IW2/VV/5.tiff,S1_060471_IW2_20240324T162045_VV_214F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240324T162030_20240324T162057_053126_066F7A_214F/IW2/VV/5.tiff,12,372
S1_060471_IW2_20170605T162007_VV_5A2A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170605T161952_20170605T162019_016901_01C1E5_5A2A/IW2/VV/5.tiff,S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,58,372
S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,S1_060471_IW2_20190601T161937_VV_9F21-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190601T161921_20190601T161949_016505_01F10F_9F21/IW2/VV/6.tiff,43,354
S1_060471_IW2_20190601T161937_VV_9F21-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190601T161921_20190601T161949_016505_01F10F_9F21/IW2/VV/6.tiff,S1_060471_IW2_20200601T162026_VV_1F6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200601T162011_20200601T162038_032826_03CD60_1F6D/IW2/VV/5.tiff,9,366
S1_060471_IW2_20200601T162026_VV_1F6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200601T162011_20200601T162038_032826_03CD60_1F6D/IW2/VV/5.tiff,S1_060471_IW2_20210608T162032_VV_2DD1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210608T162017_20210608T162044_038251_048397_2DD1/IW2/VV/5.tiff,4,372
S1_060471_IW2_20210608T162032_VV_2DD1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210608T162017_20210608T162044_038251_048397_2DD1/IW2/VV/5.tiff,S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,91,372
S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,S1_060471_IW2_20230610T162043_VV_254B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230610T162028_20230610T162056_048926_05E237_254B/IW2/VV/5.tiff,110,360
S1_060471_IW2_20230610T162043_VV_254B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230610T162028_20230610T162056_048926_05E237_254B/IW2/VV/5.tiff,S1_060471_IW2_20240604T162046_VV_1557-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240604T162031_20240604T162058_054176_0696A9_1557/IW2/VV/5.tiff,68,360
S1_060471_IW2_20170903T161930_VV_6416-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170903T161913_20170903T161941_007230_00CBEA_6416/IW2/VV/6.tiff,S1_060471_IW2_20180910T161937_VV_46C9-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180910T161920_20180910T161948_012655_0175A4_46C9/IW2/VV/6.tiff,24,372
S1_060471_IW2_20180910T161937_VV_46C9-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180910T161920_20180910T161948_012655_0175A4_46C9/IW2/VV/6.tiff,S1_060471_IW2_20190830T162024_VV_8D24-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190830T162010_20190830T162037_028801_034342_8D24/IW2/VV/5.tiff,35,354
S1_060471_IW2_20190830T162024_VV_8D24-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190830T162010_20190830T162037_028801_034342_8D24/IW2/VV/5.tiff,S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,81,372
S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,S1_060471_IW2_20210906T161955_VV_02BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210906T161939_20210906T162007_028580_036921_02BC/IW2/VV/6.tiff,6,366
S1_060471_IW2_20210906T161955_VV_02BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210906T161939_20210906T162007_028580_036921_02BC/IW2/VV/6.tiff,S1_060471_IW2_20220919T162043_VV_A797-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220919T162028_20220919T162056_045076_0562EC_A797/IW2/VV/5.tiff,7,378
S1_060471_IW2_20220919T162043_VV_A797-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220919T162028_20220919T162056_045076_0562EC_A797/IW2/VV/5.tiff,S1_060471_IW2_20230902T162048_VV_C57C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230902T162034_20230902T162101_050151_060939_C57C/IW2/VV/5.tiff,35,348
S1_060471_IW2_20230902T162048_VV_C57C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230902T162034_20230902T162101_050151_060939_C57C/IW2/VV/5.tiff,S1_060471_IW2_20240908T162044_VV_BA33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240908T162030_20240908T162057_055576_06C88B_BA33/IW2/VV/5.tiff,74,372
S1_060471_IW2_20171208T161930_VV_E151-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171208T161913_20171208T161937_008630_00F535_E151/IW2/VV/6.tiff,S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,51,360
S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,S1_060471_IW2_20191204T162025_VV_0536-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191204T162010_20191204T162037_030201_0373B4_0536/IW2/VV/5.tiff,26,366
S1_060471_IW2_20191204T162025_VV_0536-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191204T162010_20191204T162037_030201_0373B4_0536/IW2/VV/5.tiff,S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,124,360
S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,46,384
S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,S1_060471_IW2_20230105T162041_VV_4E8F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230105T162026_20230105T162054_046651_059775_4E8F/IW2/VV/5.tiff,30,384
S1_060471_IW2_20230105T162041_VV_4E8F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230105T162026_20230105T162054_046651_059775_4E8F/IW2/VV/5.tiff,S1_060471_IW2_20231219T162047_VV_554A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231219T162032_20231219T162059_051726_063F4E_554A/IW2/VV/5.tiff,71,348
S1_060471_IW2_20231219T162047_VV_554A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231219T162032_20231219T162059_051726_063F4E_554A/IW2/VV/5.tiff,S1_060471_IW2_20241201T162044_VV_8FEC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241201T162029_20241201T162056_056801_06F91E_8FEC/IW2/VV/5.tiff,0,348
S1_060471_IW2_20200911T161950_VV_A9F5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200911T161933_20200911T162001_023330_02C4EE_A9F5/IW2/VV/6.tiff,S1_060471_IW2_20201029T161950_VV_E609-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20201029T161934_20201029T162002_024030_02DACE_E609/IW2/VV/6.tiff,200,48
S1_060471_IW2_20190321T161934_VV_19C5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190321T161918_20190321T161941_015455_01CF29_19C5/IW2/VV/6.tiff,S1_060471_IW2_20190426T161936_VV_6375-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190426T161919_20190426T161943_015980_01E083_6375/IW2/VV/6.tiff,199,36
S1_060471_IW2_20181115T162019_VV_8B3F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181115T162005_20181115T162032_024601_02B39D_8B3F/IW2/VV/5.tiff,S1_060471_IW2_20181221T162018_VV_F1B5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181221T162003_20181221T162030_025126_02C644_F1B5/IW2/VV/5.tiff,198,36
S1_060471_IW2_20200824T162031_VV_9FD4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200824T162016_20200824T162043_034051_03F3F5_9FD4/IW2/VV/5.tiff,S1_060471_IW2_20201017T161950_VV_812A-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20201017T161934_20201017T162002_023855_02D54E_812A/IW2/VV/6.tiff,197,54
S1_060471_IW2_20210521T161949_VV_A08B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210521T161933_20210521T162000_027005_0339EB_A08B/IW2/VV/6.tiff,S1_060471_IW2_20210708T161952_VV_D8BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210708T161935_20210708T162003_027705_034E6B_D8BD/IW2/VV/6.tiff,197,48
S1_060471_IW2_20190923T162026_VV_CA3D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190923T162011_20190923T162038_029151_034F4C_CA3D/IW2/VV/5.tiff,S1_060471_IW2_20191029T162026_VV_1281-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191029T162011_20191029T162038_029676_036175_1281/IW2/VV/5.tiff,195,36
S1_060471_IW2_20200707T162028_VV_9BF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200707T162013_20200707T162040_033351_03DD35_9BF6/IW2/VV/5.tiff,S1_060471_IW2_20200812T162030_VV_444B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200812T162015_20200812T162042_033876_03EDCB_444B/IW2/VV/5.tiff,195,36
S1_060471_IW2_20221001T162044_VV_A364-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221001T162029_20221001T162056_045251_0568C8_A364/IW2/VV/5.tiff,S1_060471_IW2_20221106T162044_VV_59A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221106T162029_20221106T162056_045776_0579C3_59A0/IW2/VV/5.tiff,194,36
S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,S1_060471_IW2_20170512T162006_VV_A79A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170512T161951_20170512T162018_016551_01B70B_A79A/IW2/VV/5.tiff,193,24
S1_060471_IW2_20181004T161938_VV_DDCD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181004T161921_20181004T161949_013005_018057_DDCD/IW2/VV/6.tiff,S1_060471_IW2_20181109T161937_VV_5C63-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181109T161921_20181109T161949_013530_019099_5C63/IW2/VV/6.tiff,193,36
S1_060471_IW2_20200923T161950_VV_780D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200923T161934_20200923T162001_023505_02CA63_780D/IW2/VV/6.tiff,S1_060471_IW2_20201029T161950_VV_E609-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20201029T161934_20201029T162002_024030_02DACE_E609/IW2/VV/6.tiff,193,36
S1_060471_IW2_20201011T162032_VV_589B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201011T162018_20201011T162045_034751_040C93_589B/IW2/VV/5.tiff,S1_060471_IW2_20201029T161950_VV_E609-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20201029T161934_20201029T162002_024030_02DACE_E609/IW2/VV/6.tiff,193,18
